policy_id,customer_age,vehicle_age,annual_mileage,base_rate,current_premium,risk_segment,age_group
POL-004329,31,13,8300,957.55,984.99,low,25-40
POL-004330,62,14,19400,804.9,1300.83,medium,>40
POL-004331,23,14,15200,993.92,2525.05,high,<25
POL-004332,37,0,12400,962.87,1444.96,medium,25-40
POL-004333,30,5,6100,854.96,685.63,low,25-40
POL-004334,50,10,6800,1097.67,802.89,low,>40
POL-004335,40,5,11500,954.92,1101.32,low,25-40
POL-004336,68,5,7000,941.78,849.53,low,>40
POL-004337,42,4,11600,941.76,1092.27,low,>40
POL-004338,47,2,18600,907.04,1687.27,medium,>40
POL-004339,20,9,10400,1088.6,2395.65,high,<25
POL-004340,45,4,14000,850.28,1114.39,low,>40
POL-004341,23,5,8300,1159.18,1892.7,medium,<25
POL-004342,37,6,15400,912.48,1269.16,low,25-40
POL-004343,49,10,17000,904.22,1304.16,medium,>40
POL-004344,37,9,7100,912.19,783.17,low,25-40
POL-004345,40,8,9600,963.19,938.44,low,25-40
POL-004346,28,1,7600,1090.86,1531.11,low,25-40
POL-004347,55,13,17000,974.95,1400.37,medium,>40
POL-004348,41,20,14500,1064.65,1598.85,medium,>40
POL-004349,21,8,13200,970.5,2442.33,high,<25
POL-004350,24,3,12700,1163.28,2504.31,high,<25
POL-004351,19,5,15600,1069.02,3607.62,high,<25
POL-004352,48,3,15800,1161.15,1646.3,medium,>40
POL-004353,27,18,10800,1166.8,1953.29,medium,25-40
POL-004354,67,5,10100,953.4,1091.44,low,>40
POL-004355,71,8,13100,929.53,1307.94,medium,>40
POL-004356,47,6,12400,825.15,949.45,low,>40
POL-004357,19,10,30000,1098.79,5501.99,high,<25
POL-004358,20,4,11400,1168.52,2814.08,high,<25
POL-004359,48,8,15400,823.58,1090.97,low,>40
POL-004360,46,5,16600,978.38,1432.42,medium,>40
POL-004361,34,15,25400,829.02,1764.32,high,25-40
POL-004362,39,1,9400,929.9,1165.56,low,25-40
POL-004363,62,6,24700,950.01,1625.25,medium,>40
POL-004364,73,14,12600,1162.55,1762.86,medium,>40
POL-004365,43,13,30000,810.4,1830.25,high,>40
POL-004366,21,2,15900,934.93,3298.23,high,<25
POL-004367,44,12,7800,993.36,863.44,low,>40
POL-004368,35,3,12400,934.24,1188.13,low,25-40
POL-004369,60,4,24600,849.48,1525.73,medium,>40
POL-004370,19,13,14000,1083.97,3580.09,high,<25
POL-004371,29,5,13100,1152.67,1953.25,medium,25-40
POL-004372,46,2,18700,960.95,1793.8,medium,>40
POL-004373,23,3,11600,913.92,1854.97,medium,<25
POL-004374,31,7,12300,784.24,942.53,low,25-40
POL-004375,37,5,8800,930.84,947.26,low,25-40
POL-004376,45,5,29400,964.96,2048.46,high,>40
POL-004377,43,10,7800,1104.33,959.9,low,>40
POL-004378,31,9,14600,801.23,1099.11,low,25-40
POL-004379,32,6,16800,957.78,1409.69,medium,25-40
POL-004380,20,13,13400,1170.69,3288.23,high,<25
POL-004381,34,10,7700,788.99,714.08,low,25-40
POL-004382,41,8,8600,1136.19,1030.6,low,>40
POL-004383,44,5,17100,989.18,1476.44,medium,>40
POL-004384,45,14,9500,953.9,1020.25,low,>40
POL-004385,22,5,5300,994.1,1212.66,low,<25
POL-004386,28,6,16100,1130.96,2081.78,medium,25-40
POL-004387,43,19,9100,1139.33,1263.97,low,>40
POL-004388,44,4,17900,843.88,1297.56,medium,>40
POL-004389,27,3,12300,1086.37,1767.03,medium,25-40
POL-004390,32,6,12100,824.94,980.93,low,25-40
POL-004391,31,3,13800,960.86,1309.98,low,25-40
POL-004392,36,3,8100,913.91,881.25,low,25-40
POL-004393,21,18,9300,1115.02,2634.67,high,<25
POL-004394,23,6,12000,975.71,1923.28,medium,<25
POL-004395,45,9,8100,906.37,807.39,low,>40
POL-004396,44,2,18600,812.91,1512.17,medium,>40
POL-004397,72,3,11800,790.95,1094.58,low,>40
POL-004398,41,20,7000,793.41,742.2,low,>40
POL-004399,58,3,10500,821.03,821.13,low,>40
POL-004400,65,9,14100,1067.3,1472.2,low,>40
POL-004401,23,0,11000,942.87,2181.57,high,<25
POL-004402,21,2,16200,1066.88,3809.73,high,<25
POL-004403,68,6,17500,854.9,1329.02,medium,>40
POL-004404,37,12,30000,986.38,2160.86,high,25-40
POL-004405,46,7,22700,796.35,1357.49,medium,>40
POL-004406,42,6,6500,784.4,593.13,low,>40
POL-004407,20,11,11500,1092.07,2565.6,high,<25
POL-004408,70,8,12000,781.33,1038.49,low,>40
POL-004409,54,1,17500,839.25,1380.48,medium,>40
POL-004410,20,7,8900,957.02,1864.06,medium,<25
POL-004411,35,5,10600,1124.91,1291.96,low,25-40
POL-004412,22,6,7700,983.44,1452.85,medium,<25
POL-004413,25,5,10300,845.36,1225.22,medium,25-40
POL-004414,58,7,10500,812.53,772.0,low,>40
POL-004415,39,9,11700,960.48,1140.94,low,25-40
POL-004416,24,2,7900,1113.48,2077.56,medium,<25
POL-004417,40,4,21000,830.17,1416.13,medium,25-40
POL-004418,33,10,16700,916.89,1372.58,medium,25-40
POL-004419,70,11,7000,931.01,890.05,low,>40
POL-004420,64,17,13700,1092.21,1501.79,low,>40
POL-004421,74,7,6700,792.73,721.39,low,>40
POL-004422,66,4,24700,941.81,1928.12,high,>40
POL-004423,53,4,27900,971.52,1833.9,medium,>40
POL-004424,44,7,13200,940.13,1126.62,low,>40
POL-004425,24,3,9200,1174.06,2049.67,medium,<25
POL-004426,68,16,10000,931.2,1112.11,low,>40
POL-004427,70,5,11000,856.75,1132.75,low,>40
POL-004428,21,15,12900,920.89,2523.44,high,<25
POL-004429,28,3,25000,932.97,2406.33,high,25-40
POL-004430,37,6,20800,918.09,1552.5,medium,25-40
POL-004431,21,5,20900,1090.65,3894.87,high,<25
POL-004432,40,2,14600,917.43,1458.07,medium,25-40
POL-004433,41,6,8000,1133.98,981.36,low,>40
POL-004434,52,8,9500,921.56,820.44,low,>40
POL-004435,38,1,13900,910.59,1471.79,medium,25-40
POL-004436,34,10,7900,800.85,736.99,low,25-40
POL-004437,53,8,15500,966.95,1183.38,low,>40
POL-004438,32,7,19400,814.15,1315.77,medium,25-40
POL-004439,50,11,17300,791.8,1062.67,low,>40
POL-004440,18,11,16900,1071.11,3693.49,high,<25
POL-004441,41,20,5800,1145.69,948.43,low,>40
POL-004442,26,2,24600,836.74,2520.04,high,25-40
POL-004443,18,18,6700,1115.69,2434.53,high,<25
POL-004444,38,13,12600,822.28,1109.51,low,25-40
POL-004445,40,8,17800,1090.94,1587.78,medium,25-40
POL-004446,22,3,15900,1118.36,2786.25,high,<25
POL-004447,64,5,7600,971.72,813.37,low,>40
POL-004448,24,4,8200,842.27,1364.46,medium,<25
POL-004449,60,6,15400,934.85,1176.44,low,>40
POL-004450,75,11,17000,834.67,1420.54,medium,>40
POL-004451,41,15,8200,948.72,922.15,low,>40
POL-004452,47,20,16100,1146.81,1843.48,medium,>40
POL-004453,62,5,6800,835.64,650.68,low,>40
POL-004454,64,8,17900,973.78,1351.31,low,>40
POL-004455,49,3,9100,792.52,785.02,low,>40
POL-004456,44,13,14000,933.1,1284.08,low,>40
POL-004457,24,9,13000,927.67,1966.8,high,<25
POL-004458,20,6,22800,944.97,3392.44,high,<25
POL-004459,52,2,15100,946.67,1414.8,medium,>40
POL-004460,27,8,10300,1138.74,1567.9,low,25-40
POL-004461,33,8,15900,1127.8,1601.57,medium,25-40
POL-004462,45,1,30000,1128.95,2865.36,high,>40
POL-004463,42,2,18800,830.9,1556.42,medium,>40
POL-004464,40,8,13100,1094.56,1305.22,low,25-40
POL-004465,18,20,9300,923.98,2495.16,high,<25
POL-004466,34,14,10200,796.65,936.98,low,25-40
POL-004467,58,6,18300,976.55,1331.35,low,>40
POL-004468,61,5,9100,786.98,740.55,low,>40
POL-004469,52,4,13500,932.53,1098.15,low,>40
POL-004470,59,4,25800,801.98,1438.79,medium,>40
POL-004471,62,5,14400,958.73,1215.76,low,>40
POL-004472,19,20,8300,990.3,2483.65,high,<25
POL-004473,36,5,30000,851.04,1922.03,high,25-40
POL-004474,34,7,29800,1075.8,2298.15,high,25-40
POL-004475,46,3,16900,953.82,1412.82,medium,>40
POL-004476,62,10,24000,782.05,1340.79,medium,>40
POL-004477,69,7,12000,977.78,1189.46,low,>40
POL-004478,36,5,18700,1105.97,1837.06,medium,25-40
POL-004479,73,3,11200,922.91,1234.6,low,>40
POL-004480,35,4,7300,818.7,737.85,low,25-40
POL-004481,46,5,30000,1112.73,2393.38,high,>40
POL-004482,38,5,7200,992.1,886.14,low,25-40
POL-004483,21,3,15400,905.65,2651.92,high,<25
POL-004484,72,6,15400,856.9,1339.42,medium,>40
POL-004485,21,8,17000,798.22,2367.83,high,<25
POL-004486,51,11,13000,1080.24,1204.03,low,>40
POL-004487,21,19,13000,1147.08,3369.67,high,<25
POL-004488,48,1,14400,952.14,1499.72,medium,>40
POL-004489,50,9,16800,987.59,1300.41,low,>40
POL-004490,40,5,13500,1124.78,1439.72,low,25-40
POL-004491,36,1,13100,950.52,1478.26,medium,25-40
POL-004492,63,4,7400,922.09,758.56,low,>40
POL-004493,68,10,30000,1170.37,2637.18,high,>40
POL-004494,39,9,17200,833.49,1271.89,medium,25-40
POL-004495,29,7,14800,828.33,1443.52,medium,25-40
POL-004496,67,4,10200,977.56,1126.29,low,>40
POL-004497,40,16,8600,912.12,914.45,low,25-40
POL-004498,24,3,19900,984.81,2838.82,high,<25
POL-004499,32,5,12600,950.05,1220.87,low,25-40
POL-004500,33,6,17900,978.71,1501.12,medium,25-40
POL-004501,73,6,7300,970.2,933.51,low,>40
POL-004502,65,20,27100,1114.54,2714.32,high,>40
POL-004503,27,18,20300,1150.21,2901.98,high,25-40
POL-004504,60,9,13000,970.97,1117.53,low,>40
POL-004505,58,7,16700,902.85,1159.81,low,>40
POL-004506,43,7,18800,969.88,1462.64,medium,>40
POL-004507,38,11,7400,820.72,723.85,low,25-40
POL-004508,32,14,28700,982.25,2263.17,high,25-40
POL-004509,38,3,16800,979.42,1517.41,medium,25-40
POL-004510,63,19,9800,1083.11,1197.85,low,>40
POL-004511,63,9,8200,1066.44,909.71,low,>40
POL-004512,35,4,21000,795.1,1424.12,medium,25-40
POL-004513,36,6,14800,1147.01,1554.69,low,25-40
POL-004514,24,9,16800,1161.59,2909.42,high,<25
POL-004515,45,10,13700,836.45,1048.51,low,>40
POL-004516,43,3,8600,980.46,936.15,low,>40
POL-004517,44,6,17000,1129.77,1595.87,medium,>40
POL-004518,49,8,12400,950.62,1093.82,low,>40
POL-004519,28,14,13400,1172.68,2117.45,medium,25-40
POL-004520,39,15,30000,910.16,2158.33,high,25-40
POL-004521,73,2,20000,942.53,2168.81,high,>40
POL-004522,71,7,20500,928.92,1748.71,medium,>40
POL-004523,18,4,30000,914.09,4718.7,high,<25
POL-004524,42,9,16100,1131.82,1575.72,low,>40
POL-004525,23,20,14200,927.51,2404.67,high,<25
POL-004526,51,13,9900,816.96,825.72,low,>40
POL-004527,44,10,11000,915.48,994.99,low,>40
POL-004528,19,12,5400,1107.68,1819.48,medium,<25
POL-004529,37,17,19300,921.52,1749.92,medium,25-40
POL-004530,41,12,7600,987.71,844.16,low,>40
POL-004531,23,3,20300,952.13,2780.35,high,<25
POL-004532,73,20,13200,978.46,1631.21,medium,>40
POL-004533,38,7,14300,1118.4,1482.42,low,25-40
POL-004534,65,9,13200,906.53,1197.96,low,>40
POL-004535,51,15,25200,968.48,1796.68,medium,>40
POL-004536,25,20,23300,1069.36,2950.87,high,25-40
POL-004537,32,5,13300,940.03,1251.2,low,25-40
POL-004538,32,14,9000,954.46,1034.87,low,25-40
POL-004539,42,5,20500,976.58,1639.99,medium,>40
POL-004540,63,8,8700,987.87,857.68,low,>40
POL-004541,62,2,6700,921.96,838.99,low,>40
POL-004542,45,5,16900,965.54,1430.18,medium,>40
POL-004543,31,8,23400,947.17,1729.12,medium,25-40
POL-004544,41,10,11300,841.94,931.21,low,>40
POL-004545,39,10,16200,991.79,1455.66,medium,25-40
POL-004546,38,13,11200,953.13,1191.28,low,25-40
POL-004547,35,5,18700,802.52,1333.02,medium,25-40
POL-004548,70,7,22100,844.48,1669.33,medium,>40
POL-004549,57,7,12000,952.54,987.09,low,>40
POL-004550,40,6,8500,986.32,887.89,low,25-40
POL-004551,27,4,7000,1127.4,1271.21,low,25-40
POL-004552,21,7,20500,991.53,3321.86,high,<25
POL-004553,24,12,8100,1065.96,1661.72,medium,<25
POL-004554,34,9,16000,839.59,1222.36,medium,25-40
POL-004555,64,5,19200,935.42,1430.11,medium,>40
POL-004556,31,8,10800,966.02,1066.88,low,25-40
POL-004557,30,5,12500,992.02,1268.22,low,25-40
POL-004558,41,10,21200,1137.24,1893.37,medium,>40
POL-004559,30,12,9400,1147.44,1182.27,low,25-40
POL-004560,67,12,9000,791.96,815.92,low,>40
POL-004561,36,6,12100,792.98,942.93,low,25-40
POL-004562,73,5,24000,1128.22,2476.89,high,>40
POL-004563,50,13,27900,814.31,1614.0,medium,>40
POL-004564,42,6,12900,1076.45,1270.85,low,>40
POL-004565,47,7,9800,971.69,959.49,low,>40
POL-004566,35,9,21800,968.9,1724.76,medium,25-40
POL-004567,71,7,6400,786.51,694.74,low,>40
POL-004568,33,11,15100,907.12,1271.9,low,25-40
POL-004569,68,2,13200,810.06,1302.23,medium,>40
POL-004570,31,10,24200,962.63,1833.98,medium,25-40
POL-004571,32,4,25300,1164.08,2353.39,medium,25-40
POL-004572,21,5,8800,943.78,1920.86,medium,<25
POL-004573,68,8,14600,910.49,1258.19,low,>40
POL-004574,23,2,10400,982.34,2191.53,high,<25
POL-004575,63,6,11800,914.37,967.8,low,>40
POL-004576,24,6,17800,963.05,2452.88,high,<25
POL-004577,21,7,11600,1110.31,2569.08,high,<25
POL-004578,66,5,14700,988.91,1444.87,medium,>40
POL-004579,43,8,20800,1142.95,1840.71,medium,>40
POL-004580,36,5,26700,1064.02,2227.74,high,25-40
POL-004581,35,7,15400,809.57,1126.03,low,25-40
POL-004582,22,8,14200,793.79,1745.61,high,<25
POL-004583,38,14,8200,802.25,818.77,low,25-40
POL-004584,59,16,27600,940.4,1850.86,medium,>40
POL-004585,69,2,16900,823.39,1554.29,medium,>40
POL-004586,36,14,14400,1153.42,1697.44,medium,25-40
POL-004587,44,3,14000,1073.68,1407.18,low,>40
POL-004588,43,7,15900,815.17,1102.49,low,>40
POL-004589,70,2,19100,848.76,1895.46,high,>40
POL-004590,71,1,20200,943.56,2185.27,high,>40
POL-004591,33,20,27900,951.83,2296.69,high,25-40
POL-004592,41,7,15100,976.47,1277.06,low,>40
POL-004593,41,6,29700,837.46,1700.09,medium,>40
POL-004594,34,9,21700,1121.12,1989.78,medium,25-40
POL-004595,31,6,13100,994.37,1245.03,low,25-40
POL-004596,18,12,6400,905.94,1661.85,medium,<25
POL-004597,44,8,14000,783.47,975.49,low,>40
POL-004598,40,11,27200,1111.86,2176.63,medium,25-40
POL-004599,50,4,9500,791.94,742.15,low,>40
POL-004600,26,2,14000,1088.25,2272.06,high,25-40
POL-004601,46,13,14500,916.76,1290.71,medium,>40
POL-004602,56,9,20600,1141.55,1716.17,medium,>40
POL-004603,41,3,11300,1111.18,1267.01,low,>40
POL-004604,52,3,9100,1157.43,1054.76,low,>40
POL-004605,31,8,17400,926.29,1394.79,medium,25-40
POL-004606,44,10,9700,961.73,963.21,low,>40
POL-004607,72,3,5900,796.5,702.45,low,>40
POL-004608,41,18,30000,903.88,2177.46,high,>40
POL-004609,31,11,20500,967.95,1655.57,medium,25-40
POL-004610,40,14,30000,916.32,2069.47,high,25-40
POL-004611,22,7,20000,1141.71,3136.75,high,<25
POL-004612,63,7,18300,835.64,1176.39,medium,>40
POL-004613,40,3,15900,965.97,1375.2,medium,25-40
POL-004614,64,4,12400,827.54,952.2,low,>40
POL-004615,20,6,17000,986.57,2926.55,high,<25
POL-004616,67,9,10500,909.69,1035.99,low,>40
POL-004617,41,8,8300,1168.36,1035.6,low,>40
POL-004618,42,1,11600,908.77,1243.73,low,>40
POL-004619,39,3,24100,1119.48,2192.85,medium,25-40
POL-004620,32,8,7800,1167.4,1043.49,low,25-40
POL-004621,42,9,7800,801.05,696.28,low,>40
POL-004622,23,5,17600,1157.85,3081.53,high,<25
POL-004623,43,11,11200,958.85,1054.4,low,>40
POL-004624,47,10,16800,1160.45,1660.9,medium,>40
POL-004625,51,20,21100,907.11,1599.35,medium,>40
POL-004626,42,7,16600,824.59,1146.9,low,>40
POL-004627,43,5,10200,794.47,847.54,low,>40
POL-004628,24,3,24000,1066.02,3470.83,high,<25
POL-004629,38,2,18900,835.49,1648.94,medium,25-40
POL-004630,67,10,13700,973.72,1318.23,low,>40
POL-004631,41,9,13400,1146.47,1416.59,low,>40
POL-004632,42,3,16000,838.61,1198.76,medium,>40
POL-004633,74,10,11700,978.49,1306.24,low,>40
POL-004634,19,8,6500,1116.59,2026.35,medium,<25
POL-004635,56,6,18900,807.5,1124.21,low,>40
POL-004636,49,1,18400,842.22,1555.72,medium,>40
POL-004637,34,9,5000,833.65,569.86,low,25-40
POL-004638,27,19,17000,1086.4,2442.45,high,25-40
POL-004639,55,4,29800,943.85,1859.62,medium,>40
POL-004640,36,8,8100,919.81,842.6,low,25-40
POL-004641,38,10,13100,1151.24,1471.79,low,25-40
POL-004642,48,1,12400,799.26,1142.32,medium,>40
POL-004643,38,3,28500,830.06,1813.18,high,25-40
POL-004644,40,2,22400,839.3,1761.79,high,25-40
POL-004645,50,19,9100,996.7,1017.28,low,>40
POL-004646,49,1,15700,943.65,1572.25,medium,>40
POL-004647,50,6,30000,985.38,1852.41,medium,>40
POL-004648,49,8,10200,833.48,844.7,low,>40
POL-004649,44,4,13400,1064.95,1356.56,low,>40
POL-004650,75,1,17000,1107.82,2293.6,high,>40
POL-004651,28,6,10300,939.94,1294.18,low,25-40
POL-004652,64,4,29800,788.81,1604.83,medium,>40
POL-004653,58,9,10900,944.02,938.34,low,>40
POL-004654,32,11,7200,913.56,791.51,low,25-40
POL-004655,44,3,10700,847.5,932.68,low,>40
POL-004656,51,4,18100,936.88,1334.92,medium,>40
POL-004657,52,4,9400,919.9,856.16,low,>40
POL-004658,65,11,15500,959.67,1407.75,medium,>40
POL-004659,37,7,17400,983.97,1481.65,medium,25-40
POL-004660,27,3,7800,991.32,1199.23,low,25-40
POL-004661,57,14,10500,987.46,1036.96,low,>40
POL-004662,25,4,15800,1162.79,2225.64,medium,25-40
POL-004663,24,5,18500,935.56,2571.96,high,<25
POL-004664,52,3,10600,950.52,956.51,low,>40
POL-004665,53,8,14500,809.45,948.6,low,>40
POL-004666,54,5,11900,990.11,1074.16,low,>40
POL-004667,35,16,18700,1074.4,1873.85,medium,25-40
POL-004668,70,7,17100,824.45,1379.46,medium,>40
POL-004669,56,3,11400,925.96,976.93,low,>40
POL-004670,26,7,16700,848.73,1599.87,medium,25-40
POL-004671,35,18,11200,934.73,1246.17,low,25-40
POL-004672,60,2,16600,984.55,1615.87,medium,>40
POL-004673,73,9,16700,990.66,1666.62,medium,>40
POL-004674,62,1,30000,793.1,1912.3,high,>40
POL-004675,63,15,11600,974.15,1127.01,low,>40
POL-004676,23,5,12700,807.7,1738.82,high,<25
POL-004677,50,3,10100,940.81,917.47,low,>40
POL-004678,66,17,8500,928.57,1064.32,low,>40
POL-004679,36,6,11000,961.08,1074.16,low,25-40
POL-004680,21,7,18200,935.1,2899.62,high,<25
POL-004681,26,5,18800,972.86,2084.87,high,25-40
POL-004682,42,5,15400,1151.19,1605.2,low,>40
POL-004683,41,1,11800,811.4,1122.88,low,>40
POL-004684,41,9,10800,902.95,969.74,low,>40
POL-004685,41,2,8900,784.42,903.71,low,>40
POL-004686,38,12,10500,801.45,887.37,low,25-40
POL-004687,42,3,7500,857.22,748.82,low,>40
POL-004688,22,7,24900,1108.11,3510.49,high,<25
POL-004689,24,4,30000,840.03,3161.95,high,<25
POL-004690,45,5,5600,1168.84,844.44,low,>40
POL-004691,19,6,15400,934.96,2972.41,high,<25
POL-004692,37,8,15300,1126.86,1560.72,low,25-40
POL-004693,41,17,14800,848.89,1291.91,medium,>40
POL-004694,36,5,10300,960.91,1083.2,low,25-40
POL-004695,26,1,21400,1076.57,2961.56,high,25-40
POL-004696,67,14,16200,975.61,1594.29,medium,>40
POL-004697,47,10,21500,988.39,1660.65,medium,>40
POL-004698,19,3,9700,1150.1,2849.98,high,<25
POL-004699,28,2,7200,1148.28,1556.05,low,25-40
POL-004700,54,9,16400,1148.64,1488.97,low,>40
POL-004701,62,8,8800,829.23,725.32,low,>40
POL-004702,57,19,21700,926.04,1662.75,medium,>40
POL-004703,36,9,5200,989.03,693.53,low,25-40
POL-004704,49,4,10900,914.75,1018.88,low,>40
POL-004705,22,3,10200,1156.66,2159.37,medium,<25
POL-004706,30,7,11600,936.64,1083.62,low,25-40
POL-004707,35,1,15200,1139.47,1951.94,medium,25-40
POL-004708,24,2,16100,978.98,2901.51,high,<25
POL-004709,27,2,18000,844.48,2075.99,high,25-40
POL-004710,72,4,19000,792.21,1494.19,medium,>40
POL-004711,36,6,12500,829.1,1006.94,low,25-40
POL-004712,38,10,30000,922.88,2021.75,high,25-40
POL-004713,34,15,25200,913.15,1933.41,high,25-40
POL-004714,44,13,11700,951.29,1164.97,low,>40
POL-004715,67,12,12700,1174.6,1513.74,low,>40
POL-004716,45,5,11600,1173.95,1361.57,low,>40
POL-004717,39,3,15900,956.97,1430.5,medium,25-40
POL-004718,65,8,8700,975.86,963.2,low,>40
POL-004719,41,9,9500,926.22,915.16,low,>40
POL-004720,50,3,5100,923.81,577.81,low,>40
POL-004721,47,5,11300,969.62,1105.59,low,>40
POL-004722,38,3,21800,843.45,1547.88,medium,25-40
POL-004723,36,2,12600,1147.09,1739.41,medium,25-40
POL-004724,33,8,12900,912.43,1131.07,low,25-40
POL-004725,40,12,15300,808.21,1088.52,low,25-40
POL-004726,34,18,8600,906.7,1018.09,low,25-40
POL-004727,31,6,13700,977.19,1259.66,low,25-40
POL-004728,69,1,20200,804.56,1705.44,high,>40
POL-004729,25,20,15500,943.32,1997.19,high,25-40
POL-004730,34,20,21000,826.47,1657.94,medium,25-40
POL-004731,33,20,23800,902.55,1964.02,high,25-40
POL-004732,49,20,18200,936.14,1629.66,medium,>40
POL-004733,21,8,9800,838.64,1739.04,high,<25
POL-004734,53,7,11600,1096.04,1111.04,low,>40
POL-004735,72,11,30000,1127.89,2776.79,high,>40
POL-004736,18,2,15600,995.33,3963.55,high,<25
POL-004737,37,4,14600,1077.23,1523.42,medium,25-40
POL-004738,18,6,9200,927.98,2110.71,high,<25
POL-004739,24,13,13000,967.48,2220.37,high,<25
POL-004740,37,14,18600,959.35,1667.37,medium,25-40
POL-004741,42,6,13600,995.41,1216.24,low,>40
POL-004742,28,2,10700,905.79,1587.95,medium,25-40
POL-004743,19,11,11900,1162.34,3190.91,high,<25
POL-004744,25,2,23100,948.91,2743.35,high,25-40
POL-004745,40,4,18200,797.61,1239.74,medium,25-40
POL-004746,61,8,17200,820.28,1109.16,low,>40
POL-004747,25,2,16500,1110.17,2579.07,high,25-40
POL-004748,71,4,7900,793.71,846.24,low,>40
POL-004749,64,13,15300,1088.57,1507.69,low,>40
POL-004750,24,11,21800,802.63,2381.3,high,<25
POL-004751,51,2,12000,954.96,1229.18,low,>40
POL-004752,42,8,21000,910.39,1475.32,medium,>40
POL-004753,69,1,17300,786.29,1506.99,medium,>40
POL-004754,46,10,19600,806.2,1275.48,medium,>40
POL-004755,37,4,13800,837.0,1141.11,low,25-40
POL-004756,19,6,20100,859.22,3247.95,high,<25
POL-004757,54,7,7000,779.98,569.38,low,>40
POL-004758,40,2,13700,994.87,1517.08,medium,25-40
POL-004759,49,4,18600,967.67,1525.47,medium,>40
POL-004760,35,19,15400,988.09,1620.26,medium,25-40
POL-004761,66,5,22100,953.45,1815.81,medium,>40
POL-004762,48,7,12600,1115.85,1297.37,low,>40
POL-004763,62,7,10600,1151.94,1137.15,low,>40
POL-004764,62,15,6500,954.86,758.12,low,>40
POL-004765,48,11,11900,987.75,1129.84,low,>40
POL-004766,39,3,17000,1164.02,1817.33,medium,25-40
POL-004767,43,16,19000,1123.41,1885.43,medium,>40
POL-004768,65,20,7200,1128.26,1160.94,low,>40
POL-004769,21,3,22900,1115.1,4225.9,high,<25
POL-004770,27,5,8700,1141.21,1482.11,low,25-40
POL-004771,53,6,12800,1140.42,1232.41,low,>40
POL-004772,38,5,10500,964.31,1100.71,low,25-40
POL-004773,67,10,16300,784.11,1188.47,medium,>40
POL-004774,55,6,14100,1171.92,1348.64,low,>40
POL-004775,44,4,18300,1101.59,1718.33,medium,>40
POL-004776,46,10,30000,799.19,1667.41,high,>40
POL-004777,23,1,16100,796.31,2360.11,high,<25
POL-004778,21,8,10400,1071.76,2309.96,high,<25
POL-004779,22,9,16600,945.92,2350.86,high,<25
POL-004780,46,16,30000,906.45,2047.18,high,>40
POL-004781,58,7,18100,792.19,1072.32,low,>40
POL-004782,18,1,20700,903.0,4321.7,high,<25
POL-004783,56,7,6600,919.09,645.75,low,>40
POL-004784,55,1,16100,1175.47,1831.52,medium,>40
POL-004785,74,9,12000,953.94,1294.6,low,>40
POL-004786,25,14,9900,784.51,1163.53,medium,25-40
POL-004787,28,6,13400,956.09,1561.95,medium,25-40
POL-004788,48,6,14200,828.26,1040.81,low,>40
